#K-Path     Energy-Level
  0.000   -21.198   -16.505   -16.495   -16.458   -16.458   -16.458   -11.652   -11.367   -11.152    -7.971    -7.971    -7.967    -7.108    -3.014    -3.014    -1.637    -1.182    -1.182    -1.119    -0.972    -0.972    -0.656     2.417     4.730     5.043     5.282     5.282     5.427     5.443     5.837     6.394     6.394     6.428     6.716     6.716     7.817
  0.031   -21.198   -16.504   -16.495   -16.458   -16.458   -16.458   -11.651   -11.367   -11.153    -7.971    -7.971    -7.967    -7.114    -3.007    -3.004    -1.640    -1.208    -1.178    -1.093    -0.977    -0.970    -0.655     2.415     4.734     5.043     5.262     5.264     5.429     5.448     5.851     6.385     6.401     6.404     6.723     6.734     7.817
  0.063   -21.198   -16.504   -16.495   -16.458   -16.458   -16.458   -11.647   -11.367   -11.157    -7.971    -7.971    -7.967    -7.132    -2.987    -2.975    -1.648    -1.252    -1.167    -1.049    -0.992    -0.964    -0.652     2.406     4.747     5.032     5.201     5.222     5.437     5.463     5.889     6.344     6.362     6.422     6.744     6.778     7.819
  0.094   -21.198   -16.504   -16.495   -16.458   -16.458   -16.458   -11.641   -11.367   -11.162    -7.972    -7.970    -7.968    -7.161    -2.954    -2.928    -1.661    -1.297    -1.148    -1.016    -1.003    -0.955    -0.646     2.393     4.766     4.979     5.103     5.197     5.450     5.489     5.945     6.266     6.324     6.456     6.779     6.826     7.819
  0.126   -21.198   -16.503   -16.495   -16.458   -16.458   -16.458   -11.632   -11.367   -11.170    -7.972    -7.970    -7.968    -7.201    -2.908    -2.863    -1.677    -1.342    -1.124    -1.048    -0.957    -0.943    -0.639     2.373     4.789     4.871     4.972     5.208     5.469     5.530     6.016     6.180     6.273     6.503     6.827     6.870     7.814
  0.157   -21.198   -16.503   -16.495   -16.458   -16.458   -16.458   -11.621   -11.367   -11.179    -7.973    -7.970    -7.969    -7.249    -2.849    -2.783    -1.695    -1.386    -1.095    -1.087    -0.927    -0.912    -0.631     2.348     4.726     4.810     4.814     5.237     5.494     5.588     6.090     6.101     6.213     6.562     6.886     6.902     7.803
  0.189   -21.198   -16.502   -16.494   -16.458   -16.458   -16.458   -11.608   -11.367   -11.190    -7.974    -7.970    -7.969    -7.305    -2.778    -2.689    -1.713    -1.429    -1.130    -1.061    -0.908    -0.868    -0.621     2.318     4.560     4.633     4.827     5.271     5.525     5.664     6.000     6.145     6.201     6.631     6.918     6.957     7.788
  0.220   -21.198   -16.501   -16.494   -16.458   -16.458   -16.458   -11.593   -11.367   -11.203    -7.974    -7.971    -7.969    -7.367    -2.695    -2.582    -1.732    -1.469    -1.176    -1.025    -0.886    -0.825    -0.610     2.282     4.378     4.435     4.835     5.303     5.564     5.756     5.916     6.071     6.315     6.712     6.915     7.036     7.772
  0.252   -21.198   -16.501   -16.494   -16.458   -16.458   -16.458   -11.576   -11.367   -11.216    -7.975    -7.972    -7.969    -7.433    -2.601    -2.466    -1.748    -1.509    -1.224    -0.985    -0.862    -0.785    -0.597     2.242     4.185     4.222     4.833     5.331     5.608     5.801     5.900     5.993     6.438     6.803     6.894     7.124     7.763
  0.283   -21.198   -16.500   -16.494   -16.458   -16.458   -16.458   -11.558   -11.367   -11.230    -7.977    -7.974    -7.970    -7.502    -2.498    -2.343    -1.763    -1.545    -1.273    -0.943    -0.835    -0.746    -0.580     2.197     3.983     4.000     4.818     5.352     5.660     5.733     5.913     6.019     6.564     6.858     6.907     7.218     7.769
  0.315   -21.198   -16.499   -16.493   -16.458   -16.458   -16.458   -11.539   -11.366   -11.245    -7.978    -7.975    -7.970    -7.572    -2.384    -2.216    -1.776    -1.580    -1.319    -0.899    -0.807    -0.710    -0.560     2.149     3.771     3.775     4.790     5.366     5.660     5.718     5.833     6.156     6.686     6.816     7.024     7.316     7.799
  0.346   -21.198   -16.498   -16.493   -16.458   -16.458   -16.458   -11.518   -11.366   -11.260    -7.979    -7.977    -7.971    -7.642    -2.263    -2.089    -1.786    -1.612    -1.361    -0.854    -0.777    -0.676    -0.536     2.098     3.538     3.562     4.750     5.371     5.594     5.753     5.781     6.288     6.786     6.798     7.150     7.416     7.756
  0.378   -21.198   -16.497   -16.493   -16.458   -16.458   -16.458   -11.498   -11.366   -11.275    -7.980    -7.978    -7.973    -7.711    -2.135    -1.968    -1.793    -1.642    -1.395    -0.808    -0.747    -0.645    -0.505     2.046     3.304     3.347     4.698     5.368     5.535     5.675     5.849     6.383     6.801     6.899     7.279     7.512     7.682
  0.409   -21.198   -16.496   -16.492   -16.458   -16.458   -16.458   -11.477   -11.365   -11.290    -7.981    -7.980    -7.974    -7.777    -2.001    -1.862    -1.798    -1.669    -1.414    -0.762    -0.716    -0.617    -0.466     1.992     3.072     3.130     4.638     5.359     5.482     5.599     5.919     6.412     6.892     6.991     7.402     7.572     7.654
  0.441   -21.198   -16.495   -16.492   -16.458   -16.458   -16.458   -11.457   -11.365   -11.303    -7.982    -7.981    -7.976    -7.840    -1.865    -1.800    -1.784    -1.694    -1.408    -0.717    -0.684    -0.592    -0.416     1.940     2.844     2.915     4.572     5.344     5.434     5.528     5.989     6.398     7.034     7.078     7.517     7.545     7.722
